4_finetune.py:113: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
total loss: tensor(1688.7393, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(9142.4590, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(9649.4873, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3940.1279, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3716.2781, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1552.5481, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5652.4014, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(10118.4404, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1739.1593, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(10592.0273, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(27442.5684, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(17196.6484, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(8096.5654, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6261.0156, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7483.4077, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2593.4536, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(12652.3994, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2615.3557, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1778.8013, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(9951.1348, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2419.3687, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3946.2393, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(10849.5879, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(12482.3242, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3435.5632, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7244.7646, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(10992.7295, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(8515.8799, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4666.9536, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4936.6831, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2536.9072, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2319.0073, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2267.3999, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5404.7324, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6781.3652, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7272.2871, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1162.8257, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(10374.3223, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4342.7393, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1089891.3750, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(27371.3594, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1502.4189, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2636.1062, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2564.5708, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2896.7402, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5594.5029, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(42887.1836, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(9522.3711, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4992.1108, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4879.9058, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2399.0156, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3832.3843, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4073.7305, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3593.9177, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7656.7295, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(31519.2344, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1628.3276, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(38350.0352, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(11424.8311, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3301.9714, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3291.5276, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4227.8184, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4257.5522, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2784.1389, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(12039.0605, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4641.1138, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7085.8896, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6390.5356, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3509.5789, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4098.9253, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4033.7244, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(25567.4805, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2361.0251, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1961.9697, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1516.0354, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2010.8461, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5132.4961, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5186.9834, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(20815.2109, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(23035.2754, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(70096.7578, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(31618.8047, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2609.6587, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(71738.9766, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1876.0228, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3205.2307, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4220.1328, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(25435.2793, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3790.8696, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2672.6279, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3299.1484, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1742.9103, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3587.3904, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6442.3169, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(25425.7070, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7880.0264, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(11226.7646, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3144.2310, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7089.8740, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5065.5381, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5313.3345, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5006.8516, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5118.8545, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(146947.7344, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(9767.5576, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4943.3066, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2414.5911, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(23636.1797, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1558.6825, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2562.3594, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3521.9062, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4658.4424, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(185819.9688, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(34245.9258, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(64063.6797, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7458.7134, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7962.7568, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2459.0708, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(14529.7588, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5974.5273, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5374.6157, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(8692.5801, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3907.9041, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3626.8633, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2960.6914, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7412.2578, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6557.0840, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(12445.4375, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4476.8750, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(9033.0137, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1600.9084, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4524.6211, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6031.1738, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3383.7810, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4159.9976, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(25776.6016, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(11646.0430, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3385.7896, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3518.9963, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(10609.0889, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(14723.2100, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1957.1653, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2148.9377, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5866.9951, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(68148.5938, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(20483.5566, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4796.4199, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2036.6960, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3270.0400, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(62412.3086, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6173.8877, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1759.4142, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3766.6267, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(44554.2578, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(8801.7480, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(18526.1211, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(262611., device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(30491.0625, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6510.8203, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3948.7258, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(15089.3887, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2531.0376, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(40306.8320, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(48612.3281, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4254.9722, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3552.6235, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(12684.6777, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4246.1729, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2779.5767, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3475.9517, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(17265.2285, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3220.2456, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1344.4404, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(8570.1963, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3208.4702, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2387.8899, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(11512.6318, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2960.6553, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2877.8457, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(89607.7031, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(11191.8066, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2028.8789, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4807.8872, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5076.5601, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1963.5657, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2881.8672, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5740.3896, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(24846.2422, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(10374.0352, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(15760.1465, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5620.1294, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7508.2524, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2632.3867, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(8923.5117, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4117.3569, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4357.3726, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2775.8186, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7342.4131, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(12273.0322, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4821.7964, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(75479.0547, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2902.3242, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4630.7568, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7531.3105, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7525.3193, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2985.3811, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4813.9507, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1707.8625, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(11333.1455, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1837.7363, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2001.5825, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2025.2808, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(283580.1562, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3082.7026, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(130141.0781, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4522.5586, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3664.1379, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5470.1758, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5272.3408, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2496.7871, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4767.7402, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3627.3135, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2384.2485, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3893.7112, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7236.6982, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5298.9897, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(13308.5430, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(8074.5181, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(27943.4688, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3111.4238, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3677.6704, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1141.0775, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1742.1595, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(23511.5742, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3057.9248, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1549.6287, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4670.6465, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(27118.6348, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(206627.0156, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7133.9355, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2564.3481, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(39175.0312, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(11233.4238, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5406.3975, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(78383.0391, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1301.7451, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(17542.0703, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(9583.7441, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6529.4521, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(79558.8906, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(8692.5078, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4269.4443, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4640.9980, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3209.1948, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3833.3027, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4911.0664, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2260.1345, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7663.8711, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(18357.9863, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(23251.3105, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(10140.8428, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7447.0518, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4147.7021, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5400.3018, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4813.5415, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1338.9907, device='cuda:3', grad_fn=<DivBackward0>)
